# t x y z qx qy qz qw vx vy vz
5.113333 -8.582197 -19.881624 130.310890 0.041025 0.228914 0.806395 -0.543730 1.439091 -3.345209 50.138713
5.116667 -8.577387 -19.892795 130.478073 0.040639 0.228410 0.807439 -0.542419 1.446588 -3.357238 50.171013
5.120000 -8.572553 -19.904006 130.645364 0.040254 0.227911 0.808474 -0.541115 1.454032 -3.369438 50.203338
5.123333 -8.567694 -19.915258 130.812762 0.039869 0.227417 0.809499 -0.539818 1.461421 -3.381815 50.235688
5.126667 -8.562810 -19.926552 130.980269 0.039485 0.226926 0.810515 -0.538527 1.468753 -3.394376 50.268063
5.130000 -8.557902 -19.937888 131.147883 0.039101 0.226441 0.811521 -0.537242 1.476026 -3.407128 50.300463
5.133333 -8.552970 -19.949267 131.315605 0.038718 0.225960 0.812518 -0.535964 1.483239 -3.420080 50.332888
5.136667 -8.548014 -19.960689 131.483435 0.038335 0.225483 0.813505 -0.534693 1.490388 -3.433241 50.365339
5.140000 -8.543034 -19.972155 131.651374 0.037954 0.225011 0.814483 -0.533429 1.497473 -3.446620 50.397814
5.143333 -8.538031 -19.983667 131.819421 0.037573 0.224544 0.815451 -0.532173 1.504489 -3.460226 50.430315
5.146667 -8.533004 -19.995224 131.987576 0.037194 0.224081 0.816410 -0.530923 1.511437 -3.474069 50.462841
5.150000 -8.527955 -20.006828 132.155840 0.036815 0.223623 0.817359 -0.529681 1.518312 -3.488154 50.495391
5.153333 -8.522882 -20.018479 132.324212 0.036438 0.223169 0.818299 -0.528446 1.525114 -3.502488 50.527967
5.156667 -8.517787 -20.030178 132.492693 0.036062 0.222721 0.819228 -0.527219 1.531841 -3.517076 50.560566
5.160000 -8.512670 -20.041926 132.661283 0.035687 0.222276 0.820149 -0.526000 1.538491 -3.531921 50.593191
5.163333 -8.507531 -20.053724 132.829981 0.035314 0.221837 0.821059 -0.524788 1.545062 -3.547025 50.625840
5.166667 -8.502370 -20.065573 132.998788 0.034943 0.221402 0.821961 -0.523585 1.551553 -3.562390 50.658515
5.170000 -8.497187 -20.077474 133.167704 0.034573 0.220972 0.822852 -0.522389 1.557962 -3.578018 50.691215
5.173333 -8.491984 -20.089427 133.336730 0.034205 0.220547 0.823734 -0.521202 1.564287 -3.593909 50.723942
5.176667 -8.486759 -20.101434 133.505864 0.033839 0.220127 0.824606 -0.520023 1.570525 -3.610067 50.756696
5.180000 -8.481514 -20.113495 133.675108 0.033474 0.219711 0.825468 -0.518853 1.576673 -3.626495 50.789477
5.183333 -8.476248 -20.125611 133.844461 0.033112 0.219300 0.826321 -0.517691 1.582728 -3.643199 50.822287
5.186667 -8.470962 -20.137783 134.013923 0.032752 0.218894 0.827164 -0.516539 1.588685 -3.660187 50.855127
5.190000 -8.465657 -20.150013 134.183495 0.032394 0.218493 0.827998 -0.515395 1.594540 -3.677471 50.887997
5.193333 -8.460332 -20.162300 134.353176 0.032038 0.218096 0.828821 -0.514260 1.600286 -3.695065 50.920900
5.196667 -8.454989 -20.174647 134.522968 0.031685 0.217705 0.829635 -0.513134 1.605916 -3.712989 50.953835
5.200000 -8.449626 -20.187054 134.692869 0.031334 0.217318 0.830439 -0.512017 1.611423 -3.731263 50.986805
5.203333 -8.444246 -20.199523 134.862880 0.030986 0.216936 0.831234 -0.510910 1.616797 -3.749913 51.019810
5.206667 -8.438848 -20.212054 135.033001 0.030640 0.216559 0.832019 -0.509812 1.622029 -3.768966 51.052852
5.210000 -8.433433 -20.224650 135.203232 0.030297 0.216187 0.832793 -0.508724 1.627109 -3.788453 51.085933
5.213333 -8.428001 -20.237311 135.373574 0.029957 0.215820 0.833559 -0.507646 1.632026 -3.808404 51.119055
5.216667 -8.422553 -20.250040 135.544026 0.029619 0.215458 0.834314 -0.506577 1.636769 -3.828851 51.152217
5.220000 -8.417089 -20.262838 135.714589 0.029285 0.215102 0.835060 -0.505519 1.641327 -3.849824 51.185424
5.223333 -8.411611 -20.275707 135.885262 0.028953 0.214750 0.835795 -0.504470 1.645690 -3.871352 51.218674
5.226667 -8.406118 -20.288648 136.056046 0.028625 0.214403 0.836521 -0.503432 1.649848 -3.893461 51.251972
5.230000 -8.400612 -20.301664 136.226942 0.028300 0.214061 0.837237 -0.502405 1.653791 -3.916172 51.285316
5.233333 -8.395093 -20.314757 136.397949 0.027978 0.213725 0.837943 -0.501388 1.657514 -3.939499 51.318709
5.236667 -8.389563 -20.327928 136.569067 0.027659 0.213394 0.838640 -0.500381 1.661009 -3.963451 51.352151
5.240000 -8.384020 -20.341181 136.740296 0.027343 0.213068 0.839326 -0.499386 1.664273 -3.988030 51.385644
5.243333 -8.378468 -20.354516 136.911638 0.027031 0.212748 0.840003 -0.498401 1.667303 -4.013229 51.419187
5.246667 -8.372906 -20.367937 137.083091 0.026723 0.212433 0.840669 -0.497427 1.670101 -4.039032 51.452781
5.250000 -8.367334 -20.381444 137.254656 0.026418 0.212123 0.841326 -0.496464 1.672666 -4.065417 51.486426
5.253333 -8.361755 -20.395040 137.426334 0.026117 0.211819 0.841972 -0.495513 1.675003 -4.092356 51.520120
5.256667 -8.356168 -20.408727 137.598124 0.025819 0.211521 0.842609 -0.494573 1.677117 -4.119811 51.553865
5.260000 -8.350574 -20.422507 137.770027 0.025525 0.211228 0.843235 -0.493645 1.679013 -4.147743 51.587659
5.263333 -8.344975 -20.436380 137.942042 0.025235 0.210941 0.843852 -0.492729 1.680698 -4.176109 51.621502
5.266667 -8.339370 -20.450348 138.114170 0.024949 0.210659 0.844458 -0.491824 1.682178 -4.204865 51.655392
5.270000 -8.333761 -20.464413 138.286411 0.024667 0.210383 0.845055 -0.490931 1.683460 -4.233967 51.689330
5.273333 -8.328147 -20.478575 138.458766 0.024389 0.210112 0.845641 -0.490051 1.684547 -4.263376 51.723315
5.276667 -8.322531 -20.492836 138.631233 0.024115 0.209847 0.846217 -0.489182 1.685444 -4.293056 51.757348
5.280000 -8.316911 -20.507196 138.803815 0.023846 0.209586 0.846784 -0.488326 1.686152 -4.322977 51.791428
5.283333 -8.311290 -20.521656 138.976510 0.023582 0.209331 0.847340 -0.487483 1.686670 -4.353119 51.825556
5.286667 -8.305667 -20.536217 139.149318 0.023322 0.209081 0.847886 -0.486652 1.686996 -4.383467 51.859732
5.290000 -8.300044 -20.550879 139.322241 0.023068 0.208836 0.848423 -0.485834 1.687125 -4.414017 51.893958
5.293333 -8.294420 -20.565644 139.495278 0.022819 0.208594 0.848950 -0.485028 1.687050 -4.444771 51.928235
5.296667 -8.288797 -20.580512 139.668430 0.022576 0.208357 0.849467 -0.484236 1.686763 -4.475739 51.962564
5.300000 -8.283175 -20.595483 139.841695 0.022339 0.208123 0.849974 -0.483457 1.686256 -4.506936 51.996946
5.303333 -8.277556 -20.610558 140.015076 0.022109 0.207892 0.850472 -0.482691 1.685520 -4.538383 52.031381
5.306667 -8.271939 -20.625739 140.188571 0.021885 0.207663 0.850960 -0.481938 1.684545 -4.570102 52.065871
5.310000 -8.266326 -20.641026 140.362182 0.021668 0.207436 0.851439 -0.481198 1.683325 -4.602115 52.100415
5.313333 -8.260717 -20.656420 140.535908 0.021459 0.207211 0.851909 -0.480473 1.681855 -4.634442 52.135011
5.316667 -8.255114 -20.671923 140.709749 0.021257 0.206986 0.852370 -0.479760 1.680132 -4.667102 52.169660
5.320000 -8.249517 -20.687535 140.883705 0.021064 0.206762 0.852822 -0.479061 1.678156 -4.700106 52.204359
5.323333 -8.243927 -20.703257 141.057778 0.020879 0.206537 0.853266 -0.478376 1.675932 -4.733461 52.239104
5.326667 -8.238344 -20.719092 141.231966 0.020702 0.206313 0.853701 -0.477705 1.673468 -4.767164 52.273893
5.330000 -8.232770 -20.735039 141.406271 0.020535 0.206087 0.854127 -0.477047 1.670775 -4.801206 52.308721
5.333333 -8.227206 -20.751100 141.580691 0.020376 0.205860 0.854545 -0.476403 1.667871 -4.835572 52.343583
5.336667 -8.221652 -20.767277 141.755228 0.020226 0.205632 0.854954 -0.475773 1.664774 -4.870237 52.378474
5.340000 -8.216108 -20.783569 141.929881 0.020085 0.205403 0.855355 -0.475156 1.661506 -4.905171 52.413387
5.343333 -8.210575 -20.799978 142.104650 0.019953 0.205174 0.855748 -0.474554 1.658094 -4.940337 52.448318
5.346667 -8.205054 -20.816505 142.279536 0.019829 0.204943 0.856132 -0.473965 1.654563 -4.975697 52.483260
5.350000 -8.199545 -20.833150 142.454539 0.019713 0.204712 0.856508 -0.473390 1.650942 -5.011207 52.518208
5.353333 -8.194048 -20.849913 142.629658 0.019606 0.204481 0.856876 -0.472828 1.647259 -5.046822 52.553156
5.356667 -8.188563 -20.866795 142.804893 0.019506 0.204251 0.857236 -0.472280 1.643540 -5.082498 52.588099
5.360000 -8.183091 -20.883797 142.980245 0.019413 0.204021 0.857586 -0.471745 1.639809 -5.118190 52.623033
5.363333 -8.177631 -20.900917 143.155713 0.019328 0.203793 0.857929 -0.471224 1.636088 -5.153856 52.657954
5.366667 -8.172184 -20.918156 143.331298 0.019249 0.203567 0.858263 -0.470717 1.632393 -5.189455 52.692860
5.370000 -8.166749 -20.935513 143.506999 0.019176 0.203344 0.858589 -0.470222 1.628734 -5.224951 52.727748
5.373333 -8.161325 -20.952988 143.682816 0.019109 0.203123 0.858906 -0.469741 1.625118 -5.260309 52.762618
5.376667 -8.155914 -20.970581 143.858750 0.019047 0.202905 0.859214 -0.469273 1.621540 -5.295498 52.797468
5.380000 -8.150515 -20.988291 144.034799 0.018991 0.202691 0.859515 -0.468818 1.617990 -5.330491 52.832298
5.383333 -8.145128 -21.006118 144.210965 0.018939 0.202481 0.859806 -0.468376 1.614448 -5.365260 52.867111
5.386667 -8.139752 -21.024059 144.387247 0.018893 0.202275 0.860090 -0.467947 1.610884 -5.399784 52.901907
5.390000 -8.134389 -21.042116 144.563644 0.018850 0.202073 0.860365 -0.467530 1.607259 -5.434038 52.936688
5.393333 -8.129037 -21.060286 144.740158 0.018812 0.201875 0.860631 -0.467125 1.603525 -5.468001 52.971456
5.396667 -8.123699 -21.078568 144.916787 0.018778 0.201682 0.860890 -0.466733 1.599624 -5.501649 53.006215
5.400000 -8.118374 -21.096963 145.093533 0.018748 0.201494 0.861140 -0.466354 1.595486 -5.534957 53.040966
5.403333 -8.113063 -21.115468 145.270394 0.018721 0.201310 0.861383 -0.465986 1.591038 -5.567899 53.075712
5.406667 -8.107767 -21.134081 145.447371 0.018699 0.201131 0.861618 -0.465630 1.586194 -5.600445 53.110456
5.410000 -8.102489 -21.152803 145.624464 0.018679 0.200956 0.861845 -0.465287 1.580865 -5.632560 53.145200
5.413333 -8.097229 -21.171631 145.801672 0.018663 0.200786 0.862064 -0.464955 1.574957 -5.664208 53.179947
5.416667 -8.091990 -21.190564 145.978997 0.018651 0.200620 0.862275 -0.464634 1.568370 -5.695347 53.214698
5.420000 -8.086775 -21.209599 146.156437 0.018641 0.200459 0.862479 -0.464325 1.561007 -5.725932 53.249454
5.423333 -8.081585 -21.228736 146.333993 0.018635 0.200302 0.862676 -0.464027 1.552769 -5.755915 53.284217
5.426667 -8.076424 -21.247971 146.511665 0.018632 0.200150 0.862866 -0.463741 1.543562 -5.785245 53.318988
5.430000 -8.071296 -21.267303 146.689453 0.018632 0.200001 0.863048 -0.463465 1.533299 -5.813869 53.353767
5.433333 -8.066204 -21.286729 146.867357 0.018635 0.199857 0.863224 -0.463201 1.521899 -5.841733 53.388553
5.436667 -8.061152 -21.306246 147.045377 0.018641 0.199716 0.863392 -0.462947 1.509292 -5.868785 53.423348
5.440000 -8.056144 -21.325852 147.223512 0.018649 0.199579 0.863554 -0.462704 1.495424 -5.894973 53.458149
5.443333 -8.051185 -21.345545 147.401764 0.018661 0.199446 0.863709 -0.462472 1.480251 -5.920249 53.492958
5.446667 -8.046278 -21.365319 147.580132 0.018674 0.199317 0.863857 -0.462249 1.463750 -5.944570 53.527773
5.450000 -8.041429 -21.385173 147.758616 0.018691 0.199192 0.863999 -0.462037 1.445912 -5.967895 53.562592
5.453333 -8.036641 -21.405103 147.937216 0.018710 0.199070 0.864135 -0.461836 1.426748 -5.990191 53.597416
5.456667 -8.031919 -21.425106 148.115932 0.018731 0.198951 0.864264 -0.461644 1.406287 -6.011432 53.632243
5.460000 -8.027268 -21.445178 148.294764 0.018755 0.198836 0.864387 -0.461462 1.384575 -6.031598 53.667072
5.463333 -8.022691 -21.465315 148.473713 0.018781 0.198725 0.864504 -0.461290 1.361676 -6.050674 53.701903
5.466667 -8.018192 -21.485514 148.652777 0.018809 0.198617 0.864615 -0.461127 1.337667 -6.068655 53.736735
5.470000 -8.013775 -21.505771 148.831958 0.018839 0.198511 0.864720 -0.460974 1.312642 -6.085537 53.771567
5.473333 -8.009443 -21.526082 149.011254 0.018872 0.198410 0.864820 -0.460830 1.286705 -6.101327 53.806399
5.476667 -8.005198 -21.546445 149.190667 0.018906 0.198311 0.864913 -0.460696 1.259969 -6.116032 53.841231
5.480000 -8.001044 -21.566854 149.370196 0.018941 0.198215 0.865001 -0.460570 1.232555 -6.129664 53.876062
5.483333 -7.996982 -21.587307 149.549841 0.018979 0.198123 0.865084 -0.460454 1.204586 -6.142237 53.910892
5.486667 -7.993014 -21.607801 149.729602 0.019018 0.198033 0.865161 -0.460346 1.176190 -6.153768 53.945722
5.490000 -7.989141 -21.628331 149.909479 0.019059 0.197946 0.865232 -0.460247 1.147494 -6.164271 53.980551
5.493333 -7.985364 -21.648894 150.089472 0.019101 0.197862 0.865299 -0.460156 1.118621 -6.173763 54.015379
5.496667 -7.981684 -21.669487 150.269581 0.019145 0.197781 0.865360 -0.460074 1.089694 -6.182256 54.050207
5.500000 -7.978100 -21.690107 150.449807 0.019190 0.197703 0.865416 -0.460001 1.060828 -6.189763 54.085036
5.503333 -7.974611 -21.710751 150.630148 0.019236 0.197628 0.865467 -0.459935 1.032132 -6.196290 54.119864
5.506667 -7.971218 -21.731414 150.810606 0.019283 0.197555 0.865513 -0.459877 1.003709 -6.201843 54.154693
5.510000 -7.967919 -21.752095 150.991180 0.019331 0.197485 0.865555 -0.459828 0.975653 -6.206422 54.189523
5.513333 -7.964713 -21.772789 151.171869 0.019379 0.197417 0.865591 -0.459786 0.948050 -6.210023 54.224354
5.516667 -7.961598 -21.793493 151.352675 0.019429 0.197352 0.865623 -0.459751 0.920978 -6.212640 54.259187
5.520000 -7.958572 -21.814205 151.533597 0.019479 0.197290 0.865651 -0.459724 0.894508 -6.214259 54.294021
5.523333 -7.955634 -21.834920 151.714635 0.019530 0.197230 0.865673 -0.459705 0.868702 -6.214865 54.328858
5.526667 -7.952780 -21.855636 151.895790 0.019582 0.197172 0.865692 -0.459692 0.843614 -6.214437 54.363697
5.530000 -7.950008 -21.876348 152.077060 0.019634 0.197117 0.865706 -0.459687 0.819292 -6.212952 54.398539
5.533333 -7.947317 -21.897053 152.258447 0.019686 0.197064 0.865716 -0.459689 0.795778 -6.210383 54.433385
5.536667 -7.944702 -21.917749 152.439949 0.019738 0.197013 0.865722 -0.459697 0.773106 -6.206700 54.468234
5.540000 -7.942161 -21.938430 152.621568 0.019791 0.196964 0.865724 -0.459712 0.751306 -6.201871 54.503088
5.543333 -7.939692 -21.959092 152.803303 0.019843 0.196918 0.865722 -0.459734 0.730403 -6.195862 54.537947
5.546667 -7.937290 -21.979733 152.985154 0.019896 0.196873 0.865716 -0.459762 0.710417 -6.188640 54.572811
5.550000 -7.934954 -22.000348 153.167122 0.019948 0.196831 0.865706 -0.459797 0.691365 -6.180168 54.607682
5.553333 -7.932679 -22.020932 153.349206 0.020000 0.196791 0.865692 -0.459837 0.673258 -6.170411 54.642561
5.556667 -7.930464 -22.041482 153.531406 0.020052 0.196752 0.865675 -0.459884 0.656107 -6.159334 54.677448
5.560000 -7.928304 -22.061992 153.713722 0.020103 0.196716 0.865655 -0.459936 0.639915 -6.146903 54.712345
5.563333 -7.926196 -22.082459 153.896155 0.020154 0.196681 0.865630 -0.459994 0.624687 -6.133087 54.747253
5.566667 -7.924138 -22.102877 154.078704 0.020204 0.196648 0.865603 -0.460058 0.610423 -6.117855 54.782174
5.570000 -7.922125 -22.123242 154.261369 0.020254 0.196617 0.865572 -0.460127 0.597119 -6.101178 54.817109
5.573333 -7.920155 -22.143549 154.444151 0.020303 0.196587 0.865538 -0.460201 0.584770 -6.083032 54.852061
5.576667 -7.918225 -22.163793 154.627050 0.020351 0.196559 0.865501 -0.460281 0.573367 -6.063395 54.887030
5.580000 -7.916331 -22.183969 154.810065 0.020397 0.196533 0.865461 -0.460365 0.562901 -6.042247 54.922019
5.583333 -7.914471 -22.204072 154.993196 0.020443 0.196508 0.865418 -0.460455 0.553356 -6.019574 54.957030
5.586667 -7.912641 -22.224097 155.176445 0.020488 0.196485 0.865372 -0.460549 0.544718 -5.995362 54.992065
5.590000 -7.910838 -22.244039 155.359810 0.020531 0.196463 0.865323 -0.460648 0.536968 -5.969602 55.027126
5.593333 -7.909059 -22.263892 155.543293 0.020573 0.196443 0.865272 -0.460751 0.530083 -5.942290 55.062214
5.596667 -7.907303 -22.283651 155.726892 0.020614 0.196424 0.865218 -0.460859 0.524040 -5.913422 55.097332
5.600000 -7.905565 -22.303312 155.910608 0.020653 0.196406 0.865161 -0.460971 0.518814 -5.883000 55.132482
5.603333 -7.903843 -22.322869 156.094442 0.020690 0.196389 0.865102 -0.461087 0.514375 -5.851026 55.167664
5.606667 -7.902134 -22.342316 156.278393 0.020726 0.196374 0.865041 -0.461207 0.510693 -5.817506 55.202880
5.610000 -7.900437 -22.361650 156.462461 0.020760 0.196359 0.864977 -0.461331 0.507736 -5.782449 55.238131
5.613333 -7.898748 -22.380864 156.646647 0.020792 0.196346 0.864911 -0.461459 0.505469 -5.745865 55.273418
5.616667 -7.897066 -22.399953 156.830950 0.020822 0.196334 0.864843 -0.461590 0.503855 -5.707765 55.308740
5.620000 -7.895388 -22.418913 157.015372 0.020850 0.196322 0.864773 -0.461725 0.502859 -5.668164 55.344098
5.623333 -7.893712 -22.437738 157.199911 0.020876 0.196312 0.864702 -0.461862 0.502439 -5.627078 55.379490
5.626667 -7.892037 -22.456424 157.384569 0.020899 0.196302 0.864628 -0.462003 0.502556 -5.584523 55.414916
5.630000 -7.890361 -22.474966 157.569344 0.020920 0.196294 0.864552 -0.462147 0.503168 -5.540519 55.450374
5.633333 -7.888682 -22.493359 157.754238 0.020939 0.196286 0.864475 -0.462294 0.504233 -5.495085 55.485862
5.636667 -7.886999 -22.511598 157.939250 0.020955 0.196278 0.864397 -0.462444 0.505706 -5.448244 55.521376
5.640000 -7.885310 -22.529678 158.124380 0.020968 0.196272 0.864316 -0.462596 0.507543 -5.400021 55.556916
5.643333 -7.883615 -22.547595 158.309629 0.020979 0.196266 0.864235 -0.462751 0.509698 -5.350441 55.592475
5.646667 -7.881912 -22.565345 158.494997 0.020987 0.196260 0.864152 -0.462908 0.512125 -5.299533 55.628052
5.650000 -7.880200 -22.582923 158.680483 0.020992 0.196255 0.864067 -0.463067 0.514776 -5.247329 55.663640
5.653333 -7.878480 -22.600325 158.866088 0.020993 0.196251 0.863982 -0.463228 0.517603 -5.193862 55.699236
5.656667 -7.876749 -22.617547 159.051811 0.020992 0.196247 0.863895 -0.463391 0.520558 -5.139170 55.734835
5.660000 -7.875009 -22.634585 159.237653 0.020988 0.196243 0.863808 -0.463556 0.523593 -5.083293 55.770430
5.663333 -7.873259 -22.651434 159.423614 0.020980 0.196240 0.863719 -0.463723 0.526657 -5.026276 55.806017
5.666667 -7.871498 -22.668091 159.609693 0.020969 0.196236 0.863630 -0.463891 0.529702 -4.968165 55.841589
5.670000 -7.869728 -22.684553 159.795891 0.020954 0.196233 0.863540 -0.464060 0.532677 -4.909013 55.877141
5.673333 -7.867947 -22.700816 159.982208 0.020936 0.196230 0.863449 -0.464231 0.535533 -4.848875 55.912666
5.676667 -7.866158 -22.716878 160.168642 0.020914 0.196228 0.863358 -0.464403 0.538222 -4.787811 55.948159
5.680000 -7.864359 -22.732734 160.355195 0.020889 0.196225 0.863266 -0.464576 0.540695 -4.725884 55.983612
5.683333 -7.862553 -22.748382 160.541866 0.020860 0.196222 0.863174 -0.464749 0.542904 -4.663162 56.019020
5.686667 -7.860741 -22.763820 160.728655 0.020826 0.196219 0.863082 -0.464924 0.544802 -4.599716 56.054376
5.690000 -7.858922 -22.779046 160.915562 0.020789 0.196216 0.862989 -0.465099 0.546344 -4.535621 56.089675
5.693333 -7.857099 -22.794057 161.102586 0.020747 0.196213 0.862896 -0.465274 0.547486 -4.470956 56.124910
5.696667 -7.855273 -22.808851 161.289728 0.020701 0.196210 0.862803 -0.465450 0.548186 -4.405804 56.160076
5.700000 -7.853445 -22.823428 161.476987 0.020651 0.196206 0.862710 -0.465626 0.548404 -4.340248 56.195167
5.703333 -7.851618 -22.837786 161.664362 0.020597 0.196203 0.862618 -0.465802 0.548101 -4.274378 56.230178
5.706667 -7.849792 -22.851924 161.851854 0.020538 0.196198 0.862525 -0.465977 0.547242 -4.208283 56.265104
5.710000 -7.847970 -22.865841 162.039463 0.020474 0.196194 0.862433 -0.466153 0.545795 -4.142054 56.299941
5.713333 -7.846154 -22.879537 162.227187 0.020406 0.196189 0.862341 -0.466328 0.543728 -4.075787 56.334683
5.716667 -7.844347 -22.893013 162.415027 0.020333 0.196183 0.862249 -0.466503 0.541017 -4.009574 56.369328
5.720000 -7.842549 -22.906268 162.602983 0.020255 0.196177 0.862159 -0.466677 0.537637 -3.943511 56.403870
5.723333 -7.840763 -22.919303 162.791053 0.020172 0.196170 0.862068 -0.466850 0.533567 -3.877694 56.438309
5.726667 -7.838993 -22.932120 162.979238 0.020085 0.196162 0.861979 -0.467022 0.528791 -3.812216 56.472640
5.730000 -7.837239 -22.944719 163.167537 0.019992 0.196154 0.861890 -0.467193 0.523296 -3.747173 56.506861
5.733333 -7.835505 -22.957102 163.355950 0.019893 0.196145 0.861802 -0.467363 0.517071 -3.682656 56.540971
5.736667 -7.833793 -22.969271 163.544477 0.019790 0.196135 0.861715 -0.467532 0.510112 -3.618757 56.574967
5.740000 -7.832106 -22.981228 163.733116 0.019681 0.196124 0.861629 -0.467699 0.502415 -3.555563 56.608850
5.743333 -7.830445 -22.992976 163.921869 0.019566 0.196113 0.861545 -0.467865 0.493980 -3.493160 56.642618
5.746667 -7.828814 -23.004517 164.110734 0.019446 0.196100 0.861461 -0.468029 0.484813 -3.431631 56.676272
5.750000 -7.827214 -23.015855 164.299710 0.019320 0.196087 0.861379 -0.468191 0.474920 -3.371055 56.709811
5.753333 -7.825649 -23.026993 164.488799 0.019188 0.196072 0.861298 -0.468351 0.464312 -3.311506 56.743237
5.756667 -7.824120 -23.037934 164.677998 0.019051 0.196056 0.861219 -0.468509 0.453004 -3.253053 56.776550
5.760000 -7.822630 -23.048682 164.867309 0.018907 0.196039 0.861141 -0.468665 0.441010 -3.195763 56.809753
5.763333 -7.821181 -23.059241 165.056730 0.018758 0.196021 0.861065 -0.468818 0.428350 -3.139696 56.842847
5.766667 -7.819776 -23.069615 165.246261 0.018602 0.196001 0.860991 -0.468969 0.415045 -3.084905 56.875835
5.770000 -7.818415 -23.079809 165.435902 0.018440 0.195980 0.860918 -0.469117 0.401118 -3.031441 56.908718
5.773333 -7.817102 -23.089827 165.625652 0.018271 0.195958 0.860848 -0.469263 0.386595 -2.979344 56.941501
5.776667 -7.815839 -23.099674 165.815512 0.018097 0.195934 0.860779 -0.469405 0.371500 -2.928653 56.974185
5.780000 -7.814627 -23.109354 166.005480 0.017915 0.195909 0.860713 -0.469544 0.355864 -2.879397 57.006775
5.783333 -7.813467 -23.118872 166.195557 0.017727 0.195882 0.860649 -0.469680 0.339712 -2.831599 57.039274
5.786667 -7.812363 -23.128234 166.385742 0.017533 0.195854 0.860587 -0.469813 0.323076 -2.785276 57.071686
5.790000 -7.811314 -23.137443 166.576035 0.017331 0.195824 0.860527 -0.469942 0.305985 -2.740437 57.104014
5.793333 -7.810324 -23.146506 166.766435 0.017123 0.195792 0.860470 -0.470068 0.288468 -2.697086 57.136263
5.796667 -7.809392 -23.155426 166.956943 0.016907 0.195759 0.860415 -0.470190 0.270555 -2.655218 57.168435
5.800000 -7.808520 -23.164209 167.147558 0.016685 0.195724 0.860363 -0.470308 0.252276 -2.614824 57.200536
5.803333 -7.807711 -23.172861 167.338280 0.016455 0.195687 0.860313 -0.470422 0.233659 -2.575885 57.232570
5.806667 -7.806963 -23.181384 167.529108 0.016218 0.195648 0.860267 -0.470532 0.214731 -2.538380 57.264538
5.810000 -7.806279 -23.189786 167.720043 0.015974 0.195607 0.860223 -0.470637 0.195520 -2.502279 57.296447
5.813333 -7.805660 -23.198069 167.911084 0.015722 0.195564 0.860182 -0.470738 0.176052 -2.467546 57.328298
5.816667 -7.805106 -23.206238 168.102232 0.015463 0.195519 0.860144 -0.470835 0.156351 -2.434144 57.360096
5.820000 -7.804618 -23.214298 168.293485 0.015196 0.195472 0.860109 -0.470926 0.136439 -2.402026 57.391844
5.823333 -7.804197 -23.222254 168.484844 0.014921 0.195423 0.860078 -0.471013 0.116339 -2.371146 57.423544
5.826667 -7.803843 -23.230108 168.676309 0.014639 0.195371 0.860049 -0.471095 0.096071 -2.341453 57.455199
5.830000 -7.803557 -23.237865 168.867879 0.014348 0.195317 0.860024 -0.471172 0.075653 -2.312892 57.486811
5.833333 -7.803339 -23.245529 169.059554 0.014050 0.195261 0.860003 -0.471244 0.055101 -2.285408 57.518383
5.836667 -7.803190 -23.253103 169.251334 0.013743 0.195203 0.859985 -0.471310 0.034433 -2.258947 57.549917
5.840000 -7.803109 -23.260590 169.443220 0.013429 0.195142 0.859970 -0.471371 0.013661 -2.233452 57.581413
5.843333 -7.803099 -23.267994 169.635210 0.013106 0.195078 0.859960 -0.471426 -0.007201 -2.208868 57.612874
5.846667 -7.803158 -23.275318 169.827306 0.012774 0.195012 0.859953 -0.471475 -0.028141 -2.185143 57.644300
5.850000 -7.803286 -23.282563 170.019506 0.012435 0.194944 0.859949 -0.471518 -0.049150 -2.162228 57.675692
5.853333 -7.803485 -23.289734 170.211810 0.012086 0.194873 0.859950 -0.471555 -0.070217 -2.140074 57.707051
5.856667 -7.803755 -23.296831 170.404219 0.011729 0.194799 0.859955 -0.471586 -0.091334 -2.118640 57.738378
5.860000 -7.804094 -23.303859 170.596733 0.011364 0.194722 0.859964 -0.471611 -0.112493 -2.097886 57.769673
5.863333 -7.804505 -23.310818 170.789350 0.010989 0.194642 0.859977 -0.471629 -0.133687 -2.077781 57.800936
5.866667 -7.804986 -23.317712 170.982072 0.010606 0.194560 0.859994 -0.471640 -0.154908 -2.058296 57.832168
5.870000 -7.805537 -23.324541 171.174898 0.010213 0.194475 0.860015 -0.471645 -0.176150 -2.039407 57.863368
5.873333 -7.806160 -23.331309 171.367828 0.009811 0.194386 0.860041 -0.471643 -0.197408 -2.021097 57.894538
5.876667 -7.806853 -23.338016 171.560862 0.009401 0.194295 0.860071 -0.471633 -0.218674 -2.003352 57.925678
5.880000 -7.807618 -23.344666 171.753999 0.008980 0.194201 0.860106 -0.471617 -0.239944 -1.986164 57.956789
5.883333 -7.808453 -23.351258 171.947240 0.008551 0.194104 0.860146 -0.471593 -0.261212 -1.969525 57.987871
5.886667 -7.809359 -23.357797 172.140585 0.008112 0.194003 0.860190 -0.471562 -0.282472 -1.953435 58.018925
5.890000 -7.810336 -23.364282 172.334033 0.007663 0.193900 0.860239 -0.471523 -0.303720 -1.937891 58.049953
5.893333 -7.811384 -23.370717 172.527585 0.007204 0.193794 0.860292 -0.471476 -0.324951 -1.922894 58.080956
5.896667 -7.812502 -23.377102 172.721239 0.006736 0.193684 0.860350 -0.471421 -0.346161 -1.908442 58.111935
