# t x y z qx qy qz qw vx vy vz
39.093333 -179.849248 -80.348905 7497.697780 -0.040239 0.169074 0.947765 -0.267464 -6.328859 -3.600982 383.542614
39.096667 -179.870363 -80.360929 7498.976311 -0.038549 0.169557 0.947307 -0.269023 -6.339942 -3.613307 383.575940
39.100000 -179.891514 -80.372994 7500.254953 -0.036866 0.170043 0.946846 -0.270573 -6.351021 -3.625622 383.609265
39.103333 -179.912703 -80.385100 7501.533706 -0.035189 0.170531 0.946380 -0.272113 -6.362097 -3.637926 383.642587
39.106667 -179.933928 -80.397247 7502.812570 -0.033519 0.171022 0.945911 -0.273643 -6.373170 -3.650221 383.675906
39.110000 -179.955191 -80.409435 7504.091545 -0.031857 0.171514 0.945438 -0.275164 -6.384242 -3.662507 383.709224
39.113333 -179.976490 -80.421663 7505.370632 -0.030202 0.172008 0.944961 -0.276675 -6.395312 -3.674785 383.742539
39.116667 -179.997826 -80.433933 7506.649829 -0.028554 0.172504 0.944481 -0.278176 -6.406381 -3.687053 383.775852
39.120000 -180.019199 -80.446244 7507.929137 -0.026914 0.173002 0.943998 -0.279668 -6.417449 -3.699314 383.809163
39.123333 -180.040609 -80.458595 7509.208557 -0.025282 0.173501 0.943511 -0.281150 -6.428516 -3.711565 383.842471
39.126667 -180.062056 -80.470988 7510.488087 -0.023658 0.174002 0.943021 -0.282621 -6.439582 -3.723807 383.875777
39.130000 -180.083540 -80.483421 7511.767728 -0.022042 0.174504 0.942528 -0.284083 -6.450647 -3.736041 383.909081
39.133333 -180.105060 -80.495894 7513.047481 -0.020435 0.175008 0.942032 -0.285535 -6.461711 -3.748265 383.942382
39.136667 -180.126618 -80.508409 7514.327344 -0.018835 0.175512 0.941533 -0.286977 -6.472773 -3.760479 383.975681
39.140000 -180.148212 -80.520964 7515.607319 -0.017245 0.176018 0.941032 -0.288408 -6.483833 -3.772684 384.008978
39.143333 -180.169843 -80.533560 7516.887404 -0.015663 0.176525 0.940528 -0.289830 -6.494892 -3.784878 384.042271
39.146667 -180.191511 -80.546197 7518.167601 -0.014090 0.177032 0.940021 -0.291241 -6.505948 -3.797062 384.075562
39.150000 -180.213216 -80.558874 7519.447908 -0.012527 0.177540 0.939512 -0.292642 -6.517003 -3.809235 384.108851
39.153333 -180.234958 -80.571592 7520.728326 -0.010972 0.178049 0.939001 -0.294032 -6.528055 -3.821397 384.142136
39.156667 -180.256737 -80.584350 7522.008856 -0.009427 0.178558 0.938488 -0.295412 -6.539104 -3.833548 384.175418
39.160000 -180.278552 -80.597149 7523.289496 -0.007892 0.179067 0.937973 -0.296782 -6.550151 -3.845688 384.208698
39.163333 -180.300404 -80.609988 7524.570247 -0.006366 0.179577 0.937456 -0.298141 -6.561196 -3.857816 384.241973
39.166667 -180.322293 -80.622867 7525.851109 -0.004850 0.180087 0.936937 -0.299490 -6.572237 -3.869932 384.275246
39.170000 -180.344219 -80.635787 7527.132082 -0.003344 0.180596 0.936417 -0.300828 -6.583275 -3.882037 384.308514
39.173333 -180.366182 -80.648748 7528.413166 -0.001848 0.181106 0.935895 -0.302155 -6.594310 -3.894129 384.341778
39.176667 -180.388181 -80.661748 7529.694360 -0.000363 0.181616 0.935372 -0.303472 -6.605342 -3.906210 384.375038
39.180000 -180.410217 -80.674789 7530.975666 0.001112 0.182125 0.934848 -0.304777 -6.616371 -3.918278 384.408293
39.183333 -180.432290 -80.687870 7532.257082 0.002576 0.182634 0.934322 -0.306072 -6.627397 -3.930335 384.441542
39.186667 -180.454400 -80.700991 7533.538609 0.004029 0.183142 0.933796 -0.307356 -6.638419 -3.942380 384.474786
39.190000 -180.476546 -80.714153 7534.820247 0.005472 0.183649 0.933269 -0.308629 -6.649438 -3.954413 384.508024
39.193333 -180.498730 -80.727354 7536.101996 0.006903 0.184156 0.932741 -0.309891 -6.660454 -3.966435 384.541255
39.196667 -180.520949 -80.740595 7537.383856 0.008323 0.184662 0.932213 -0.311141 -6.671467 -3.978444 384.574478
39.200000 -180.543206 -80.753877 7538.665826 0.009732 0.185168 0.931685 -0.312381 -6.682476 -3.990442 384.607694
39.203333 -180.565499 -80.767198 7539.947907 0.011129 0.185672 0.931156 -0.313609 -6.693483 -4.002429 384.640902
39.206667 -180.587829 -80.780560 7541.230099 0.012515 0.186175 0.930627 -0.314826 -6.704486 -4.014404 384.674101
39.210000 -180.610196 -80.793961 7542.512401 0.013888 0.186677 0.930098 -0.316032 -6.715487 -4.026368 384.707290
39.213333 -180.632599 -80.807402 7543.794814 0.015250 0.187178 0.929569 -0.317226 -6.726485 -4.038321 384.740470
39.216667 -180.655039 -80.820883 7545.077338 0.016599 0.187678 0.929041 -0.318409 -6.737479 -4.050263 384.773639
39.220000 -180.677516 -80.834404 7546.359972 0.017936 0.188176 0.928513 -0.319580 -6.748471 -4.062194 384.806799
39.223333 -180.700029 -80.847964 7547.642716 0.019261 0.188673 0.927986 -0.320740 -6.759460 -4.074113 384.839948
39.226667 -180.722579 -80.861565 7548.925571 0.020573 0.189168 0.927459 -0.321888 -6.770446 -4.086022 384.873087
39.230000 -180.745165 -80.875205 7550.208537 0.021872 0.189662 0.926933 -0.323024 -6.781429 -4.097919 384.906216
39.233333 -180.767788 -80.888884 7551.491613 0.023158 0.190154 0.926408 -0.324149 -6.792409 -4.109805 384.939336
39.236667 -180.790448 -80.902603 7552.774799 0.024432 0.190645 0.925885 -0.325262 -6.803385 -4.121679 384.972449
39.240000 -180.813144 -80.916362 7554.058096 0.025692 0.191133 0.925362 -0.326362 -6.814357 -4.133541 385.005554
39.243333 -180.835877 -80.930160 7555.341503 0.026939 0.191620 0.924842 -0.327451 -6.825326 -4.145391 385.038654
39.246667 -180.858646 -80.943998 7556.625020 0.028174 0.192104 0.924322 -0.328528 -6.836289 -4.157228 385.071752
39.250000 -180.881452 -80.957875 7557.908648 0.029395 0.192586 0.923805 -0.329593 -6.847248 -4.169052 385.104849
39.253333 -180.904295 -80.971792 7559.192386 0.030603 0.193065 0.923289 -0.330646 -6.858200 -4.180861 385.137949
39.256667 -180.927174 -80.985747 7560.476234 0.031797 0.193542 0.922776 -0.331686 -6.869146 -4.192656 385.171054
39.260000 -180.950089 -80.999743 7561.760193 0.032979 0.194015 0.922264 -0.332715 -6.880083 -4.204434 385.204170
39.263333 -180.973041 -81.013777 7563.044262 0.034147 0.194485 0.921756 -0.333731 -6.891013 -4.216196 385.237299
39.266667 -180.996029 -81.027850 7564.328441 0.035303 0.194951 0.921250 -0.334735 -6.901932 -4.227940 385.270447
39.270000 -181.019054 -81.041963 7565.612732 0.036445 0.195412 0.920746 -0.335726 -6.912840 -4.239665 385.303618
39.273333 -181.042115 -81.056115 7566.897132 0.037575 0.195868 0.920247 -0.336705 -6.923737 -4.251370 385.336816
39.276667 -181.065212 -81.070306 7568.181644 0.038693 0.196319 0.919750 -0.337671 -6.934620 -4.263054 385.370048
39.280000 -181.088345 -81.084535 7569.466266 0.039797 0.196763 0.919257 -0.338625 -6.945490 -4.274716 385.403318
39.283333 -181.111515 -81.098804 7570.750999 0.040890 0.197201 0.918768 -0.339566 -6.956346 -4.286354 385.436630
39.286667 -181.134721 -81.113111 7572.035844 0.041970 0.197631 0.918284 -0.340493 -6.967186 -4.297967 385.469989
39.290000 -181.157963 -81.127457 7573.320799 0.043038 0.198052 0.917804 -0.341408 -6.978012 -4.309554 385.503398
39.293333 -181.181241 -81.141841 7574.605866 0.044095 0.198464 0.917328 -0.342310 -6.988823 -4.321114 385.536861
39.296667 -181.204555 -81.156264 7575.891045 0.045139 0.198867 0.916858 -0.343199 -6.999621 -4.332646 385.570379
39.300000 -181.227905 -81.170725 7577.176336 0.046171 0.199258 0.916394 -0.344074 -7.010405 -4.344149 385.603954
39.303333 -181.251291 -81.185225 7578.461738 0.047190 0.199639 0.915935 -0.344935 -7.021180 -4.355622 385.637586
39.306667 -181.274713 -81.199763 7579.747253 0.048198 0.200007 0.915483 -0.345782 -7.031946 -4.367063 385.671272
39.310000 -181.298171 -81.214339 7581.032880 0.049193 0.200362 0.915037 -0.346615 -7.042708 -4.378472 385.705012
39.313333 -181.321664 -81.228953 7582.318620 0.050175 0.200704 0.914598 -0.347435 -7.053470 -4.389848 385.738800
39.316667 -181.345194 -81.243604 7583.604472 0.051144 0.201032 0.914166 -0.348239 -7.064235 -4.401189 385.772632
39.320000 -181.368759 -81.258294 7584.890437 0.052101 0.201346 0.913742 -0.349029 -7.075010 -4.412495 385.806500
39.323333 -181.392361 -81.273021 7586.176516 0.053044 0.201645 0.913325 -0.349804 -7.085801 -4.423762 385.840399
39.326667 -181.415998 -81.287785 7587.462707 0.053973 0.201928 0.912916 -0.350564 -7.096616 -4.434989 385.874319
39.330000 -181.439671 -81.302587 7588.749011 0.054889 0.202196 0.912516 -0.351310 -7.107463 -4.446172 385.908252
39.333333 -181.463381 -81.317427 7590.035428 0.055791 0.202449 0.912124 -0.352040 -7.118349 -4.457310 385.942188
39.336667 -181.487127 -81.332303 7591.321959 0.056679 0.202687 0.911740 -0.352755 -7.129285 -4.468397 385.976117
39.340000 -181.510910 -81.347216 7592.608603 0.057554 0.202909 0.911364 -0.353455 -7.140282 -4.479430 386.010031
39.343333 -181.534729 -81.362165 7593.895359 0.058415 0.203116 0.910997 -0.354141 -7.151348 -4.490403 386.043920
39.346667 -181.558586 -81.377152 7595.182229 0.059262 0.203309 0.910639 -0.354811 -7.162495 -4.501311 386.077776
39.350000 -181.582479 -81.392174 7596.469211 0.060096 0.203487 0.910288 -0.355467 -7.173733 -4.512149 386.111593
39.353333 -181.606411 -81.407233 7597.756306 0.060916 0.203652 0.909946 -0.356108 -7.185073 -4.522912 386.145362
39.356667 -181.630380 -81.422327 7599.043513 0.061724 0.203804 0.909612 -0.356735 -7.196524 -4.533592 386.179080
39.360000 -181.654388 -81.437456 7600.330833 0.062519 0.203943 0.909286 -0.357348 -7.208095 -4.544187 386.212743
39.363333 -181.678434 -81.452621 7601.618265 0.063301 0.204071 0.908967 -0.357947 -7.219793 -4.554690 386.246347
39.366667 -181.702520 -81.467821 7602.905808 0.064071 0.204188 0.908656 -0.358533 -7.231625 -4.565100 386.279892
39.370000 -181.726645 -81.483055 7604.193464 0.064828 0.204295 0.908353 -0.359105 -7.243594 -4.575412 386.313378
39.373333 -181.750811 -81.498323 7605.481231 0.065573 0.204392 0.908056 -0.359664 -7.255702 -4.585628 386.346805
39.376667 -181.775017 -81.513626 7606.769109 0.066306 0.204481 0.907766 -0.360210 -7.267949 -4.595748 386.380176
39.380000 -181.799264 -81.528962 7608.057099 0.067027 0.204562 0.907483 -0.360743 -7.280332 -4.605774 386.413493
39.383333 -181.823553 -81.544331 7609.345199 0.067735 0.204637 0.907207 -0.361264 -7.292843 -4.615713 386.446760
39.386667 -181.847883 -81.559733 7610.633410 0.068431 0.204705 0.906936 -0.361773 -7.305477 -4.625571 386.479980
39.390000 -181.872256 -81.575168 7611.921732 0.069115 0.204767 0.906672 -0.362269 -7.318221 -4.635358 386.513157
39.393333 -181.896671 -81.590635 7613.210165 0.069786 0.204824 0.906414 -0.362754 -7.331062 -4.645085 386.546295
39.396667 -181.921130 -81.606135 7614.498707 0.070444 0.204877 0.906162 -0.363227 -7.343986 -4.654764 386.579399
39.400000 -181.945631 -81.621667 7615.787361 0.071090 0.204926 0.905915 -0.363688 -7.356976 -4.664412 386.612473
39.403333 -181.970176 -81.637231 7617.076124 0.071723 0.204972 0.905674 -0.364137 -7.370014 -4.674042 386.645518
39.406667 -181.994765 -81.652827 7618.364997 0.072342 0.205015 0.905439 -0.364576 -7.383082 -4.683673 386.678541
39.410000 -182.019397 -81.668455 7619.653981 0.072949 0.205055 0.905209 -0.365003 -7.396161 -4.693319 386.711542
39.413333 -182.044073 -81.684116 7620.943074 0.073542 0.205093 0.904985 -0.365419 -7.409233 -4.702997 386.744524
39.416667 -182.068792 -81.699809 7622.232278 0.074122 0.205128 0.904766 -0.365824 -7.422281 -4.712723 386.777491
39.420000 -182.093554 -81.715534 7623.521591 0.074688 0.205162 0.904552 -0.366218 -7.435288 -4.722512 386.810443
39.423333 -182.118360 -81.731292 7624.811014 0.075242 0.205194 0.904344 -0.366601 -7.448239 -4.732377 386.843382
39.426667 -182.143209 -81.747084 7626.100547 0.075782 0.205224 0.904141 -0.366974 -7.461122 -4.742329 386.876310
39.430000 -182.168101 -81.762908 7627.390189 0.076309 0.205252 0.903943 -0.367336 -7.473925 -4.752379 386.909228
39.433333 -182.193035 -81.778766 7628.679941 0.076823 0.205279 0.903750 -0.367688 -7.486639 -4.762534 386.942136
39.436667 -182.218012 -81.794658 7629.969803 0.077324 0.205304 0.903563 -0.368030 -7.499258 -4.772801 386.975035
39.440000 -182.243030 -81.810585 7631.259775 0.077812 0.205328 0.903380 -0.368361 -7.511777 -4.783182 387.007927
39.443333 -182.268090 -81.826547 7632.549856 0.078287 0.205350 0.903203 -0.368683 -7.524195 -4.793681 387.040810
39.446667 -182.293191 -81.842543 7633.840047 0.078750 0.205371 0.903031 -0.368995 -7.536511 -4.804295 387.073686
39.450000 -182.318333 -81.858575 7635.130347 0.079200 0.205390 0.902863 -0.369297 -7.548726 -4.815025 387.106556
39.453333 -182.343516 -81.874644 7636.420757 0.079637 0.205408 0.902701 -0.369589 -7.560844 -4.825865 387.139420
39.456667 -182.368739 -81.890748 7637.711277 0.080062 0.205424 0.902544 -0.369872 -7.572870 -4.836812 387.172277
39.460000 -182.394002 -81.906889 7639.001906 0.080475 0.205439 0.902392 -0.370145 -7.584809 -4.847860 387.205130
39.463333 -182.419304 -81.923067 7640.292644 0.080877 0.205452 0.902245 -0.370409 -7.596668 -4.859002 387.237977
39.466667 -182.444646 -81.939283 7641.583492 0.081266 0.205463 0.902102 -0.370664 -7.608456 -4.870230 387.270820
39.470000 -182.470027 -81.955536 7642.874450 0.081643 0.205473 0.901965 -0.370910 -7.620178 -4.881537 387.303660
39.473333 -182.495447 -81.971826 7644.165517 0.082009 0.205481 0.901832 -0.371147 -7.631845 -4.892915 387.336496
39.476667 -182.520906 -81.988155 7645.456693 0.082364 0.205488 0.901704 -0.371376 -7.643463 -4.904355 387.369330
39.480000 -182.546403 -82.004522 7646.747979 0.082707 0.205493 0.901581 -0.371595 -7.655040 -4.915852 387.402161
39.483333 -182.571939 -82.020928 7648.039374 0.083039 0.205497 0.901463 -0.371807 -7.666585 -4.927396 387.434991
39.486667 -182.597514 -82.037371 7649.330879 0.083360 0.205499 0.901349 -0.372009 -7.678103 -4.938982 387.467820
39.490000 -182.623127 -82.053854 7650.622493 0.083670 0.205500 0.901240 -0.372204 -7.689602 -4.950603 387.500648
39.493333 -182.648778 -82.070376 7651.914217 0.083969 0.205500 0.901135 -0.372390 -7.701086 -4.962254 387.533475
39.496667 -182.674467 -82.086936 7653.206050 0.084258 0.205498 0.901035 -0.372569 -7.712561 -4.973930 387.566303
39.500000 -182.700195 -82.103535 7654.497992 0.084536 0.205495 0.900939 -0.372739 -7.724031 -4.985628 387.599131
39.503333 -182.725961 -82.120173 7655.790044 0.084804 0.205490 0.900848 -0.372902 -7.735499 -4.997343 387.631959
39.506667 -182.751765 -82.136851 7657.082205 0.085061 0.205484 0.900760 -0.373057 -7.746966 -5.009075 387.664789
39.510000 -182.777607 -82.153567 7658.374476 0.085308 0.205477 0.900678 -0.373204 -7.758437 -5.020821 387.697619
39.513333 -182.803488 -82.170323 7659.666856 0.085545 0.205469 0.900599 -0.373344 -7.769910 -5.032580 387.730450
39.516667 -182.829407 -82.187118 7660.959345 0.085773 0.205459 0.900524 -0.373477 -7.781387 -5.044352 387.763283
39.520000 -182.855364 -82.203952 7662.251944 0.085990 0.205449 0.900454 -0.373603 -7.792867 -5.056136 387.796117
39.523333 -182.881359 -82.220825 7663.544653 0.086198 0.205437 0.900388 -0.373721 -7.804351 -5.067935 387.828953
39.526667 -182.907393 -82.237738 7664.837471 0.086396 0.205424 0.900325 -0.373833 -7.815838 -5.079747 387.861789
39.530000 -182.933465 -82.254690 7666.130398 0.086585 0.205410 0.900267 -0.373938 -7.827327 -5.091574 387.894627
39.533333 -182.959575 -82.271682 7667.423435 0.086765 0.205396 0.900212 -0.374036 -7.838817 -5.103416 387.927467
39.536667 -182.985724 -82.288713 7668.716581 0.086935 0.205380 0.900161 -0.374127 -7.850307 -5.115275 387.960307
39.540000 -183.011910 -82.305784 7670.009837 0.087096 0.205364 0.900114 -0.374213 -7.861798 -5.127150 387.993150
39.543333 -183.038136 -82.322894 7671.303202 0.087248 0.205346 0.900070 -0.374291 -7.873290 -5.139041 388.025993
39.546667 -183.064399 -82.340044 7672.596677 0.087392 0.205328 0.900030 -0.374364 -7.884783 -5.150948 388.058838
39.550000 -183.090701 -82.357234 7673.890261 0.087526 0.205309 0.899994 -0.374430 -7.896278 -5.162870 388.091685
39.553333 -183.117041 -82.374463 7675.183955 0.087652 0.205290 0.899961 -0.374491 -7.907779 -5.174803 388.124534
39.556667 -183.143419 -82.391733 7676.477758 0.087770 0.205269 0.899932 -0.374545 -7.919288 -5.186744 388.157386
39.560000 -183.169836 -82.409042 7677.771671 0.087879 0.205249 0.899905 -0.374594 -7.930809 -5.198690 388.190240
39.563333 -183.196291 -82.426391 7679.065693 0.087980 0.205227 0.899882 -0.374637 -7.942348 -5.210633 388.223097
39.566667 -183.222785 -82.443779 7680.359825 0.088073 0.205205 0.899863 -0.374675 -7.953912 -5.222569 388.255958
39.570000 -183.249318 -82.461208 7681.654066 0.088158 0.205182 0.899846 -0.374707 -7.965508 -5.234488 388.288824
39.573333 -183.275889 -82.478676 7682.948417 0.088235 0.205159 0.899833 -0.374734 -7.977146 -5.246381 388.321694
39.576667 -183.302499 -82.496183 7684.242877 0.088304 0.205135 0.899822 -0.374756 -7.988836 -5.258237 388.354571
39.580000 -183.329148 -82.513731 7685.537447 0.088365 0.205111 0.899815 -0.374773 -8.000589 -5.270045 388.387455
39.583333 -183.355836 -82.531317 7686.832127 0.088419 0.205087 0.899810 -0.374785 -8.012417 -5.281792 388.420347
39.586667 -183.382564 -82.548942 7688.126916 0.088465 0.205062 0.899808 -0.374792 -8.024334 -5.293463 388.453247
39.590000 -183.409332 -82.566607 7689.421815 0.088505 0.205037 0.899809 -0.374794 -8.036354 -5.305045 388.486158
39.593333 -183.436140 -82.584309 7690.716824 0.088537 0.205012 0.899813 -0.374792 -8.048491 -5.316523 388.519081
39.596667 -183.462989 -82.602050 7692.011943 0.088561 0.204986 0.899819 -0.374785 -8.060758 -5.327882 388.552016
39.600000 -183.489878 -82.619828 7693.307171 0.088579 0.204960 0.899827 -0.374774 -8.073171 -5.339106 388.584964
39.603333 -183.516810 -82.637644 7694.602509 0.088591 0.204934 0.899839 -0.374759 -8.085741 -5.350183 388.617927
39.606667 -183.543784 -82.655496 7695.897957 0.088595 0.204908 0.899852 -0.374740 -8.098483 -5.361098 388.650905
39.610000 -183.570800 -82.673384 7697.193515 0.088593 0.204882 0.899868 -0.374716 -8.111406 -5.371840 388.683900
39.613333 -183.597860 -82.691308 7698.489183 0.088584 0.204856 0.899886 -0.374689 -8.124521 -5.382398 388.716913
39.616667 -183.624964 -82.709266 7699.784961 0.088569 0.204829 0.899907 -0.374658 -8.137833 -5.392765 388.749943
39.620000 -183.652113 -82.727259 7701.080849 0.088548 0.204803 0.899929 -0.374623 -8.151348 -5.402935 388.782991
39.623333 -183.679307 -82.745286 7702.376848 0.088520 0.204777 0.899954 -0.374585 -8.165069 -5.412906 388.816057
39.626667 -183.706547 -82.763345 7703.672957 0.088487 0.204751 0.899980 -0.374544 -8.178993 -5.422677 388.849142
39.630000 -183.733834 -82.781436 7704.969176 0.088448 0.204724 0.900009 -0.374499 -8.193116 -5.432254 388.882244
39.633333 -183.761168 -82.799560 7706.265505 0.088403 0.204699 0.900039 -0.374451 -8.207432 -5.441642 388.915364
39.636667 -183.788550 -82.817714 7707.561945 0.088352 0.204673 0.900071 -0.374400 -8.221928 -5.450852 388.948501
39.640000 -183.815981 -82.835898 7708.858495 0.088296 0.204647 0.900105 -0.374345 -8.236592 -5.459899 388.981652
39.643333 -183.843461 -82.854113 7710.155156 0.088235 0.204622 0.900140 -0.374289 -8.251404 -5.468800 389.014818
39.646667 -183.870990 -82.872357 7711.451927 0.088168 0.204597 0.900177 -0.374229 -8.266345 -5.477577 389.047995
39.650000 -183.898570 -82.890630 7712.748809 0.088096 0.204573 0.900216 -0.374167 -8.281391 -5.486252 389.081184
39.653333 -183.926200 -82.908932 7714.045802 0.088019 0.204548 0.900256 -0.374102 -8.296517 -5.494852 389.114381
39.656667 -183.953880 -82.927262 7715.342905 0.087937 0.204524 0.900297 -0.374035 -8.311696 -5.503405 389.147584
39.660000 -183.981611 -82.945621 7716.640119 0.087850 0.204501 0.900340 -0.373966 -8.326900 -5.511941 389.180792
39.663333 -184.009393 -82.964008 7717.937444 0.087758 0.204478 0.900384 -0.373894 -8.342100 -5.520490 389.214001
39.666667 -184.037225 -82.982424 7719.234879 0.087662 0.204456 0.900428 -0.373821 -8.357267 -5.529085 389.247210
39.670000 -184.065108 -83.000869 7720.532425 0.087562 0.204434 0.900475 -0.373745 -8.372374 -5.537754 389.280417
39.673333 -184.093041 -83.019343 7721.830082 0.087457 0.204412 0.900522 -0.373668 -8.387394 -5.546528 389.313619
39.676667 -184.121024 -83.037846 7723.127849 0.087348 0.204392 0.900570 -0.373589 -8.402304 -5.555435 389.346815
39.680000 -184.149056 -83.056379 7724.425727 0.087235 0.204372 0.900619 -0.373508 -8.417081 -5.564500 389.380003
39.683333 -184.177137 -83.074943 7725.723716 0.087117 0.204352 0.900668 -0.373426 -8.431708 -5.573748 389.413181
39.686667 -184.205267 -83.093538 7727.021815 0.086996 0.204334 0.900719 -0.373343 -8.446170 -5.583197 389.446348
39.690000 -184.233445 -83.112165 7728.320025 0.086872 0.204316 0.900770 -0.373259 -8.460456 -5.592866 389.479504
39.693333 -184.261670 -83.130824 7729.618345 0.086743 0.204299 0.900822 -0.373173 -8.474559 -5.602769 389.512647
39.696667 -184.289942 -83.149517 7730.916776 0.086611 0.204283 0.900874 -0.373087 -8.488477 -5.612916 389.545778
39.700000 -184.318259 -83.168244 7732.215317 0.086476 0.204267 0.900926 -0.372999 -8.502210 -5.623313 389.578897
39.703333 -184.346623 -83.187006 7733.513968 0.086337 0.204253 0.900980 -0.372911 -8.515763 -5.633966 389.612003
39.706667 -184.375031 -83.205804 7734.812730 0.086196 0.204239 0.901033 -0.372822 -8.529144 -5.644875 389.645097
39.710000 -184.403483 -83.224639 7736.111602 0.086051 0.204227 0.901087 -0.372733 -8.542363 -5.656038 389.678180
39.713333 -184.431980 -83.243512 7737.410585 0.085903 0.204215 0.901140 -0.372643 -8.555433 -5.667451 389.711253
39.716667 -184.460519 -83.262423 7738.709677 0.085753 0.204205 0.901194 -0.372553 -8.568369 -5.679106 389.744317
39.720000 -184.489102 -83.281373 7740.008880 0.085600 0.204195 0.901248 -0.372462 -8.581188 -5.690995 389.777373
39.723333 -184.517727 -83.300363 7741.308193 0.085444 0.204187 0.901302 -0.372372 -8.593908 -5.703105 389.810422
39.726667 -184.546395 -83.319394 7742.607616 0.085286 0.204180 0.901356 -0.372282 -8.606545 -5.715424 389.843466
39.730000 -184.575104 -83.338466 7743.907149 0.085126 0.204174 0.901410 -0.372192 -8.619119 -5.727935 389.876505
39.733333 -184.603855 -83.357580 7745.206793 0.084963 0.204169 0.901464 -0.372102 -8.631646 -5.740619 389.909542
39.736667 -184.632648 -83.376737 7746.506546 0.084798 0.204165 0.901517 -0.372013 -8.644144 -5.753457 389.942578
39.740000 -184.661483 -83.395937 7747.806410 0.084632 0.204163 0.901570 -0.371924 -8.656627 -5.766423 389.975613
39.743333 -184.690359 -83.415180 7749.106384 0.084463 0.204162 0.901622 -0.371835 -8.669111 -5.779491 390.008648
39.746667 -184.719277 -83.434467 7750.406468 0.084293 0.204163 0.901674 -0.371748 -8.681606 -5.792630 390.041685
39.750000 -184.748236 -83.453798 7751.706662 0.084121 0.204165 0.901725 -0.371661 -8.694123 -5.805807 390.074725
39.753333 -184.777238 -83.473172 7753.006966 0.083948 0.204168 0.901776 -0.371576 -8.706670 -5.818981 390.107768
39.756667 -184.806281 -83.492591 7754.307380 0.083773 0.204173 0.901826 -0.371491 -8.719254 -5.832111 390.140815
39.760000 -184.835366 -83.512053 7755.607905 0.083597 0.204180 0.901875 -0.371408 -8.731876 -5.845150 390.173866
39.763333 -184.864494 -83.531558 7756.908539 0.083420 0.204188 0.901923 -0.371326 -8.744538 -5.858044 390.206922
39.766667 -184.893663 -83.551106 7758.209284 0.083242 0.204197 0.901971 -0.371245 -8.757238 -5.870739 390.239983
39.770000 -184.922875 -83.570696 7759.510139 0.083063 0.204208 0.902017 -0.371166 -8.769969 -5.883174 390.273048
39.773333 -184.952130 -83.590327 7760.811104 0.082883 0.204221 0.902063 -0.371089 -8.782726 -5.895285 390.306119
39.776667 -184.981427 -83.609997 7762.112180 0.082703 0.204236 0.902107 -0.371014 -8.795496 -5.907005 390.339195
39.780000 -185.010766 -83.629706 7763.413366 0.082522 0.204252 0.902150 -0.370940 -8.808266 -5.918268 390.372275
39.783333 -185.040149 -83.649452 7764.714662 0.082341 0.204270 0.902192 -0.370869 -8.821021 -5.929002 390.405360
39.786667 -185.069573 -83.669232 7766.016068 0.082159 0.204290 0.902232 -0.370799 -8.833742 -5.939142 390.438448
39.790000 -185.099040 -83.689045 7767.317585 0.081977 0.204311 0.902272 -0.370732 -8.846407 -5.948621 390.471538
39.793333 -185.128549 -83.708888 7768.619212 0.081795 0.204335 0.902309 -0.370668 -8.858992 -5.957378 390.504631
39.796667 -185.158100 -83.728759 7769.920949 0.081614 0.204360 0.902346 -0.370605 -8.871471 -5.965358 390.537725
39.800000 -185.187692 -83.748656 7771.222797 0.081432 0.204388 0.902380 -0.370546 -8.883818 -5.972512 390.570818
39.803333 -185.217325 -83.768575 7772.524754 0.081251 0.204417 0.902413 -0.370489 -8.896003 -5.978803 390.603911
39.806667 -185.246998 -83.788513 7773.826823 0.081070 0.204449 0.902445 -0.370435 -8.907995 -5.984203 390.637002
39.810000 -185.276711 -83.808468 7775.129001 0.080889 0.204482 0.902474 -0.370384 -8.919763 -5.988698 390.670089
39.813333 -185.306463 -83.828436 7776.431290 0.080710 0.204518 0.902502 -0.370336 -8.931275 -5.992286 390.703171
39.816667 -185.336253 -83.848415 7777.733689 0.080531 0.204555 0.902528 -0.370292 -8.942499 -5.994979 390.736246
39.820000 -185.366079 -83.868401 7779.036198 0.080353 0.204595 0.902551 -0.370250 -8.953405 -5.996804 390.769314
39.823333 -185.395941 -83.888392 7780.338818 0.080176 0.204637 0.902573 -0.370212 -8.963962 -5.997802 390.802373
39.826667 -185.425838 -83.908385 7781.641547 0.080000 0.204682 0.902593 -0.370178 -8.974142 -5.998026 390.835421
39.830000 -185.455768 -83.928378 7782.944387 0.079825 0.204728 0.902610 -0.370147 -8.983916 -5.997540 390.868458
39.833333 -185.485730 -83.948368 7784.247337 0.079652 0.204777 0.902626 -0.370120 -8.993262 -5.996422 390.901481
39.836667 -185.515723 -83.968353 7785.550397 0.079480 0.204829 0.902639 -0.370097 -9.002158 -5.994754 390.934490
39.840000 -185.545744 -83.988332 7786.853567 0.079310 0.204882 0.902649 -0.370078 -9.010585 -5.992626 390.967483
39.843333 -185.575792 -84.008303 7788.156847 0.079141 0.204938 0.902657 -0.370063 -9.018528 -5.990134 391.000460
39.846667 -185.605867 -84.028266 7789.460237 0.078975 0.204997 0.902663 -0.370053 -9.025977 -5.987371 391.033421
39.850000 -185.635965 -84.048219 7790.763736 0.078810 0.205058 0.902666 -0.370046 -9.032926 -5.984433 391.066363
